target_dataset,feature_set,model,scenario,calibration_method,n,roc_auc,pr_auc,accuracy,precision,sensitivity,specificity,f1_score,brier_score,log_loss,ece,mce,calibration_slope,calibration_intercept,tn,fp,fn,tp
Pima,model_c_extended_transport,Random Forest,adaptive_calibration_target_selected,platt,384,0.7980298507462686,0.6069844019854415,0.7109375,0.6138613861386139,0.4626865671641791,0.844,0.5276595744680851,0.1768092646729679,0.5268199995232362,0.07641609500040697,0.2521335967345323,1.1614205221441207,0.039427782979176304,211,39,72,62
NHANES,model_c_extended_transport,XGBoost,naive_transfer,uncalibrated,1146,0.9356488085249203,0.7707116873268424,0.9092495636998255,0.8656716417910447,0.5742574257425742,0.9809322033898306,0.6904761904761905,0.08183926343917847,0.5204601687385947,0.07761140125609034,0.47379061579704285,0.33161775272919425,0.31698565770628395,926,18,86,116
NHANES,model_c_extended_transport,XGBoost,label_shift_adjusted,label_shift,1146,0.9356488085249203,0.7707116873268424,0.9066317626527051,0.8187919463087249,0.6039603960396039,0.9713983050847458,0.6951566951566952,0.07853249192113065,0.48247707190817074,0.07313661013382733,0.3640761258400312,0.33154374141571935,0.054506861383744915,917,27,80,122
NHANES,model_c_extended_transport,XGBoost,fixed_recalibration_source_selected,uncalibrated,1146,0.9356488085249203,0.7707116873268424,0.9092495636998255,0.8656716417910447,0.5742574257425742,0.9809322033898306,0.6904761904761905,0.08183926769229816,0.5204601687272115,0.07761140125609034,0.47379061579704285,0.3316177531518052,0.31698566045460264,926,18,86,116
NHANES,model_c_extended_transport,XGBoost,adaptive_calibration_target_selected,isotonic,1146,0.9346602827655647,0.753408081975358,0.9109947643979057,0.7840909090909091,0.6831683168316832,0.9597457627118644,0.7301587301587301,0.06942905842455718,0.24407361067601818,0.0134930457914198,0.4244028870281091,0.9148430016878865,-0.02901705558587808,906,38,64,138
Pima,model_c_extended_transport,XGBoost,naive_transfer,uncalibrated,384,0.7718656716417911,0.5904035095631701,0.6536458333333334,1.0,0.007462686567164179,1.0,0.014814814814814815,0.3056090772151947,1.5242887251382176,0.3069387658327022,0.493452250957489,0.3244262550147982,1.19417520983823,250,0,133,1
Pima,model_c_extended_transport,XGBoost,label_shift_adjusted,label_shift,384,0.7718656716417911,0.5904035095631701,0.6692708333333334,0.6060606060606061,0.14925373134328357,0.948,0.23952095808383234,0.24492209815885735,1.0683086854622041,0.22620419550805115,0.41194022567275473,0.32445296900669773,0.6391615773388102,237,13,114,20
Pima,model_c_extended_transport,XGBoost,fixed_recalibration_source_selected,uncalibrated,384,0.7718656716417911,0.5904035095631701,0.6536458333333334,1.0,0.007462686567164179,1.0,0.014814814814814815,0.3056090886538613,1.5242887244123666,0.3069387658327022,0.493452250957489,0.32442625558290294,1.1941752120056621,250,0,133,1
Pima,model_c_extended_transport,XGBoost,adaptive_calibration_target_selected,isotonic,384,0.768089552238806,0.5683969705339348,0.7369791666666666,0.6122448979591837,0.6716417910447762,0.772,0.6405693950177936,0.1854817541314376,0.5957792994051601,0.07113578705071927,0.3999990000000001,0.4268944306769881,-0.2576267550903842,193,57,44,90
NHANES,model_c_extended_transport,LightGBM,naive_transfer,uncalibrated,1146,0.9153460102366169,0.7633920961425558,0.87521815008726,0.6130268199233716,0.7920792079207921,0.8930084745762712,0.6911447084233261,0.09245859465167135,0.5163759199559471,0.08928196609982714,0.457075735023045,0.27494612983593186,-0.794117636244046,843,101,42,160
NHANES,model_c_extended_transport,LightGBM,label_shift_adjusted,label_shift,1146,0.9153460102366169,0.7633920961425558,0.8699825479930192,0.5936395759717314,0.8316831683168316,0.878177966101695,0.6927835051546392,0.10538253495222238,0.551227742900953,0.10741695844775823,0.5631984688180762,0.2749461724891193,-1.0109300529811558,829,115,34,168
NHANES,model_c_extended_transport,LightGBM,fixed_recalibration_source_selected,beta,1146,0.9153460102366169,0.7633920961425558,0.9075043630017452,0.8636363636363636,0.5643564356435643,0.9809322033898306,0.6826347305389222,0.07215460057930106,0.2522684027807194,0.01244852776651228,0.08945350307116456,1.0444019376503677,0.22382988649974772,926,18,88,114
NHANES,model_c_extended_transport,LightGBM,adaptive_calibration_target_selected,platt,1146,0.9153460102366169,0.7633920961425558,0.9075043630017452,0.8636363636363636,0.5643564356435643,0.9809322033898306,0.6826347305389222,0.07182171545866763,0.25146432242286093,0.011184169299360171,0.24974090001717492,1.037431705652147,0.19907531453915067,926,18,88,114
Pima,model_c_extended_transport,LightGBM,naive_transfer,uncalibrated,384,0.7665820895522388,0.5957504338652172,0.7005208333333334,0.6507936507936508,0.30597014925373134,0.912,0.41624365482233505,0.2112352160869473,0.900870319415724,0.1724260783669002,0.41129005811567493,0.27745770831906974,0.3427425160351465,228,22,93,41
Pima,model_c_extended_transport,LightGBM,label_shift_adjusted,label_shift,384,0.7665820895522388,0.5957504338652172,0.7447916666666666,0.6232876712328768,0.6791044776119403,0.78,0.65,0.19719513151844556,0.7954517365876703,0.13782746980204436,0.5023477004741637,0.27744341585925253,-0.13233804741711683,195,55,43,91
Pima,model_c_extended_transport,LightGBM,fixed_recalibration_source_selected,beta,384,0.7665820895522388,0.5957504338652172,0.7161458333333334,0.6344086021505376,0.44029850746268656,0.864,0.5198237885462555,0.1816164655429623,0.5428910812809894,0.08459843113008171,0.28165888848725595,1.268626948284467,0.060574572747270745,216,34,75,59
Pima,model_c_extended_transport,LightGBM,adaptive_calibration_target_selected,isotonic,384,0.7585970149253731,0.5680755421177343,0.6979166666666666,0.6451612903225806,0.29850746268656714,0.912,0.40816326530612246,0.1895974230858076,0.6177199115716946,0.07007512152229492,0.33333233333333334,0.549391159474657,-0.31544290050293866,228,22,94,40
NHANES,model_c_extended_transport,CatBoost,naive_transfer,uncalibrated,1146,0.9221712955193825,0.7766963518481085,0.9075043630017452,0.8529411764705882,0.5742574257425742,0.9788135593220338,0.6863905325443787,0.07708812367638856,0.3548639304513448,0.05919495855631954,0.32369313329865357,0.4027259519453736,-0.36198291908154023,924,20,86,116
NHANES,model_c_extended_transport,CatBoost,label_shift_adjusted,label_shift,1146,0.9221712955193825,0.7766963518481085,0.900523560209424,0.7588235294117647,0.6386138613861386,0.9565677966101694,0.6935483870967742,0.07558013780883267,0.34144943868258254,0.04923644793401144,0.22509681347594107,0.40266140591328203,-0.6795936438638663,903,41,73,129
NHANES,model_c_extended_transport,CatBoost,fixed_recalibration_source_selected,temperature,1146,0.9221712955193825,0.7766963518481085,0.9075043630017452,0.8529411764705882,0.5742574257425742,0.9788135593220338,0.6863905325443787,0.0718152285050741,0.24900489926522038,0.02574346005174858,0.31903199451506237,0.942333297199569,-0.3628614091142583,924,20,86,116
NHANES,model_c_extended_transport,CatBoost,adaptive_calibration_target_selected,platt,1146,0.9221712955193825,0.7766963518481085,0.9066317626527051,0.8625954198473282,0.5594059405940595,0.9809322033898306,0.6786786786786787,0.07235254991196892,0.24689302777596683,0.021513508598775703,0.5765869047869403,1.0841794113406853,0.26939599331775493,926,18,89,113
Pima,model_c_extended_transport,CatBoost,naive_transfer,uncalibrated,384,0.7861492537313434,0.5900962274165857,0.6536458333333334,1.0,0.007462686567164179,1.0,0.014814814814814815,0.29751841173312593,1.1484994924615748,0.2972352836080966,0.4901519485084421,0.4808733162502348,1.442181971674092,250,0,133,1
Pima,model_c_extended_transport,CatBoost,label_shift_adjusted,label_shift,384,0.7861492537313434,0.5900962274165857,0.6692708333333334,0.5853658536585366,0.1791044776119403,0.932,0.2742857142857143,0.2228735091451101,0.7289287815955294,0.18629324608894288,0.49112644867171,0.48078600987345177,0.6189069900899712,233,17,110,24
Pima,model_c_extended_transport,CatBoost,fixed_recalibration_source_selected,temperature,384,0.7861492537313434,0.5900962274165857,0.6536458333333334,1.0,0.007462686567164179,1.0,0.014814814814814815,0.19530030945075225,0.5680003696016039,0.13699150283370812,0.49811973431237555,2.5160876130127283,1.440057447720006,250,0,133,1
Pima,model_c_extended_transport,CatBoost,adaptive_calibration_target_selected,platt,384,0.7861492537313434,0.5900962274165857,0.734375,0.625,0.5970149253731343,0.808,0.6106870229007634,0.17638413135057696,0.5230942840833167,0.06290256220975263,0.20323805751543303,1.1366292581177604,-0.03628567797839461,202,48,54,80
